city,timestamp,station_name,line,station_type,hour,day_of_week,is_weekend,weather,event_nearby,entries,exits,crowding_index,crowding_label
Chennai,2023-01-02 13:00:00,Chennai Central,Blue Line,Commercial,13,0,0,Overcast,0,354,358,0.558,Normal
Delhi,2023-01-02 13:00:00,Adarsh Nagar,Yellow Line,Residential,13,0,0,Overcast,0,338,439,0.494,Normal
Hyderabad,2023-01-02 13:00:00,Miyapur,Red Line,Residential,13,0,0,Overcast,0,436,334,0.513,Normal
Kolkata,2023-01-02 13:00:00,Salt Lake Sector V,Green Line,Commercial,13,0,0,Overcast,0,493,403,0.504,Normal
Mumbai,2023-01-02 13:00:00,Versova,Line 1,Mixed/Retail,13,0,0,Overcast,0,390,324,0.459,Normal
Bengaluru,2023-01-02 14:00:00,Majestic,Purple Line,Transit Hub,14,0,0,Sunny,0,460,458,0.565,Normal
Chennai,2023-01-02 14:00:00,Chennai Central,Blue Line,Commercial,14,0,0,Sunny,0,303,299,0.46,Normal
Delhi,2023-01-02 14:00:00,Adarsh Nagar,Yellow Line,Residential,14,0,0,Sunny,0,504,458,0.505,Normal
Hyderabad,2023-01-02 14:00:00,Miyapur,Red Line,Residential,14,0,0,Sunny,0,393,423,0.526,Normal
Kolkata,2023-01-02 14:00:00,Salt Lake Sector V,Green Line,Commercial,14,0,0,Sunny,0,528,473,0.547,Normal
Mumbai,2023-01-02 14:00:00,Versova,Line 1,Mixed/Retail,14,0,0,Sunny,0,391,463,0.521,Normal
Bengaluru,2023-01-02 15:00:00,Majestic,Purple Line,Transit Hub,15,0,0,Overcast,0,666,647,0.581,Normal
Chennai,2023-01-02 15:00:00,Chennai Central,Blue Line,Commercial,15,0,0,Overcast,0,278,313,0.459,Normal
Delhi,2023-01-02 15:00:00,Adarsh Nagar,Yellow Line,Residential,15,0,0,Overcast,0,566,593,0.493,Normal
Hyderabad,2023-01-02 15:00:00,Miyapur,Red Line,Residential,15,0,0,Overcast,0,290,324,0.517,Normal
Kolkata,2023-01-02 15:00:00,Salt Lake Sector V,Green Line,Commercial,15,0,0,Overcast,0,314,346,0.431,Normal
Mumbai,2023-01-02 15:00:00,Versova,Line 1,Mixed/Retail,15,0,0,Overcast,0,294,366,0.509,Normal
Bengaluru,2023-01-02 16:00:00,Majestic,Purple Line,Transit Hub,16,0,0,Sunny,0,541,536,0.498,Normal
Chennai,2023-01-02 16:00:00,Chennai Central,Blue Line,Commercial,16,0,0,Sunny,0,253,389,0.461,Normal
Delhi,2023-01-02 16:00:00,Adarsh Nagar,Yellow Line,Residential,16,0,0,Sunny,0,503,435,0.481,Normal
Hyderabad,2023-01-02 16:00:00,Miyapur,Red Line,Residential,16,0,0,Sunny,0,343,324,0.519,Normal
Kolkata,2023-01-02 16:00:00,Salt Lake Sector V,Green Line,Commercial,16,0,0,Sunny,0,395,454,0.422,Normal
Mumbai,2023-01-02 16:00:00,Versova,Line 1,Mixed/Retail,16,0,0,Sunny,0,416,353,0.506,Normal
Bengaluru,2023-01-02 17:00:00,Majestic,Purple Line,Transit Hub,17,0,0,Overcast,0,1215,1167,0.928,Critically Overcrowded
Chennai,2023-01-02 17:00:00,Chennai Central,Blue Line,Commercial,17,0,0,Overcast,0,1089,273,0.694,Crowded
Delhi,2023-01-02 17:00:00,Adarsh Nagar,Yellow Line,Residential,17,0,0,Overcast,0,229,992,0.644,Crowded
Hyderabad,2023-01-02 17:00:00,Miyapur,Red Line,Residential,17,0,0,Overcast,0,134,504,0.692,Crowded
Kolkata,2023-01-02 17:00:00,Salt Lake Sector V,Green Line,Commercial,17,0,0,Overcast,0,1095,332,0.728,Crowded
Mumbai,2023-01-02 17:00:00,Versova,Line 1,Mixed/Retail,17,0,0,Overcast,0,515,579,0.926,Critically Overcrowded
Bengaluru,2023-01-02 18:00:00,Majestic,Purple Line,Transit Hub,18,0,0,Sunny,0,1574,1319,1.0,Critically Overcrowded
Chennai,2023-01-02 18:00:00,Chennai Central,Blue Line,Commercial,18,0,0,Sunny,0,959,266,0.823,Crowded
Delhi,2023-01-02 18:00:00,Adarsh Nagar,Yellow Line,Residential,18,0,0,Sunny,0,193,881,0.65,Crowded
Hyderabad,2023-01-02 18:00:00,Miyapur,Red Line,Residential,18,0,0,Sunny,0,155,433,0.722,Crowded
Kolkata,2023-01-02 18:00:00,Salt Lake Sector V,Green Line,Commercial,18,0,0,Sunny,0,793,229,0.82,Crowded
Mumbai,2023-01-02 18:00:00,Versova,Line 1,Mixed/Retail,18,0,0,Sunny,0,515,545,0.971,Critically Overcrowded
Bengaluru,2023-01-02 19:00:00,Majestic,Purple Line,Transit Hub,19,0,0,Rainy,0,676,640,0.81,Crowded
Chennai,2023-01-02 19:00:00,Chennai Central,Blue Line,Commercial,19,0,0,Rainy,0,727,273,0.606,Crowded
Delhi,2023-01-02 19:00:00,Adarsh Nagar,Yellow Line,Residential,19,0,0,Rainy,0,278,773,0.663,Crowded
Hyderabad,2023-01-02 19:00:00,Miyapur,Red Line,Residential,19,0,0,Rainy,0,108,370,0.552,Normal
Kolkata,2023-01-02 19:00:00,Salt Lake Sector V,Green Line,Commercial,19,0,0,Rainy,0,913,174,0.589,Normal
Mumbai,2023-01-02 19:00:00,Versova,Line 1,Mixed/Retail,19,0,0,Rainy,0,818,612,0.811,Crowded
Bengaluru,2023-01-02 20:00:00,Majestic,Purple Line,Transit Hub,20,0,0,Overcast,0,313,528,0.307,Normal
Chennai,2023-01-02 20:00:00,Chennai Central,Blue Line,Commercial,20,0,0,Overcast,0,220,448,0.333,Normal
Delhi,2023-01-02 20:00:00,Adarsh Nagar,Yellow Line,Residential,20,0,0,Overcast,0,166,315,0.27,Low
Hyderabad,2023-01-02 20:00:00,Miyapur,Red Line,Residential,20,0,0,Overcast,0,198,171,0.263,Low
Kolkata,2023-01-02 20:00:00,Salt Lake Sector V,Green Line,Commercial,20,0,0,Overcast,0,117,435,0.301,Normal
Mumbai,2023-01-02 20:00:00,Versova,Line 1,Mixed/Retail,20,0,0,Overcast,0,128,137,0.252,Low
Bengaluru,2023-01-02 21:00:00,Majestic,Purple Line,Transit Hub,21,0,0,Rainy,0,144,160,0.15,Low
Chennai,2023-01-02 21:00:00,Chennai Central,Blue Line,Commercial,21,0,0,Rainy,0,85,147,0.161,Low
Delhi,2023-01-02 21:00:00,Adarsh Nagar,Yellow Line,Residential,21,0,0,Rainy,0,70,224,0.245,Low
Hyderabad,2023-01-02 21:00:00,Miyapur,Red Line,Residential,21,0,0,Rainy,0,91,140,0.18,Low
Kolkata,2023-01-02 21:00:00,Salt Lake Sector V,Green Line,Commercial,21,0,0,Rainy,0,136,408,0.283,Low
Mumbai,2023-01-02 21:00:00,Versova,Line 1,Mixed/Retail,21,0,0,Rainy,0,103,207,0.308,Normal
Bengaluru,2023-01-02 22:00:00,Majestic,Purple Line,Transit Hub,22,0,0,Sunny,0,297,623,0.319,Normal
Chennai,2023-01-02 22:00:00,Chennai Central,Blue Line,Commercial,22,0,0,Sunny,0,151,260,0.293,Low
Delhi,2023-01-02 22:00:00,Adarsh Nagar,Yellow Line,Residential,22,0,0,Sunny,0,137,318,0.208,Low
Hyderabad,2023-01-02 22:00:00,Miyapur,Red Line,Residential,22,0,0,Sunny,0,72,111,0.194,Low
Kolkata,2023-01-02 22:00:00,Salt Lake Sector V,Green Line,Commercial,22,0,0,Sunny,0,159,330,0.323,Normal
Mumbai,2023-01-02 22:00:00,Versova,Line 1,Mixed/Retail,22,0,0,Sunny,0,139,242,0.284,Low
Bengaluru,2023-01-02 23:00:00,Majestic,Purple Line,Transit Hub,23,0,0,Overcast,0,272,564,0.376,Normal
Chennai,2023-01-02 23:00:00,Chennai Central,Blue Line,Commercial,23,0,0,Overcast,0,167,265,0.252,Low
Delhi,2023-01-02 23:00:00,Adarsh Nagar,Yellow Line,Residential,23,0,0,Overcast,0,88,371,0.217,Low
Hyderabad,2023-01-02 23:00:00,Miyapur,Red Line,Residential,23,0,0,Overcast,0,133,117,0.221,Low
Kolkata,2023-01-02 23:00:00,Salt Lake Sector V,Green Line,Commercial,23,0,0,Overcast,0,213,307,0.363,Normal
Mumbai,2023-01-02 23:00:00,Versova,Line 1,Mixed/Retail,23,0,0,Overcast,0,229,184,0.232,Low
Bengaluru,2023-01-03 00:00:00,Majestic,Purple Line,Transit Hub,0,1,0,Sunny,0,65,40,0.035,Low
Chennai,2023-01-03 00:00:00,Chennai Central,Blue Line,Commercial,0,1,0,Sunny,0,27,25,0.026,Low
Delhi,2023-01-03 00:00:00,Adarsh Nagar,Yellow Line,Residential,0,1,0,Sunny,0,23,0,0.01,Low
Hyderabad,2023-01-03 00:00:00,Miyapur,Red Line,Residential,0,1,0,Sunny,0,0,46,0.033,Low
Kolkata,2023-01-03 00:00:00,Salt Lake Sector V,Green Line,Commercial,0,1,0,Sunny,0,14,19,0.015,Low
Mumbai,2023-01-03 00:00:00,Versova,Line 1,Mixed/Retail,0,1,0,Sunny,0,10,19,0.021,Low
Bengaluru,2023-01-03 01:00:00,Majestic,Purple Line,Transit Hub,1,1,0,Sunny,0,15,39,0.028,Low
Chennai,2023-01-03 01:00:00,Chennai Central,Blue Line,Commercial,1,1,0,Sunny,0,0,35,0.023,Low
Delhi,2023-01-03 01:00:00,Adarsh Nagar,Yellow Line,Residential,1,1,0,Sunny,0,22,16,0.016,Low
Hyderabad,2023-01-03 01:00:00,Miyapur,Red Line,Residential,1,1,0,Sunny,0,0,0,0.0,Low
Kolkata,2023-01-03 01:00:00,Salt Lake Sector V,Green Line,Commercial,1,1,0,Sunny,0,29,21,0.025,Low
Mumbai,2023-01-03 01:00:00,Versova,Line 1,Mixed/Retail,1,1,0,Sunny,0,0,0,0.0,Low
Bengaluru,2023-01-03 02:00:00,Majestic,Purple Line,Transit Hub,2,1,0,Overcast,0,0,21,0.009,Low
Chennai,2023-01-03 02:00:00,Chennai Central,Blue Line,Commercial,2,1,0,Overcast,0,7,18,0.014,Low
Delhi,2023-01-03 02:00:00,Adarsh Nagar,Yellow Line,Residential,2,1,0,Overcast,0,13,0,0.005,Low
Hyderabad,2023-01-03 02:00:00,Miyapur,Red Line,Residential,2,1,0,Overcast,0,25,6,0.033,Low
Kolkata,2023-01-03 02:00:00,Salt Lake Sector V,Green Line,Commercial,2,1,0,Overcast,0,34,0,0.018,Low
Mumbai,2023-01-03 02:00:00,Versova,Line 1,Mixed/Retail,2,1,0,Overcast,0,0,17,0.013,Low
Bengaluru,2023-01-03 03:00:00,Majestic,Purple Line,Transit Hub,3,1,0,Rainy,0,10,0,0.006,Low
Chennai,2023-01-03 03:00:00,Chennai Central,Blue Line,Commercial,3,1,0,Rainy,0,62,16,0.038,Low
Delhi,2023-01-03 03:00:00,Adarsh Nagar,Yellow Line,Residential,3,1,0,Rainy,0,13,7,0.014,Low
Hyderabad,2023-01-03 03:00:00,Miyapur,Red Line,Residential,3,1,0,Rainy,0,12,13,0.016,Low
Kolkata,2023-01-03 03:00:00,Salt Lake Sector V,Green Line,Commercial,3,1,0,Rainy,0,10,12,0.014,Low
Mumbai,2023-01-03 03:00:00,Versova,Line 1,Mixed/Retail,3,1,0,Rainy,0,10,0,0.008,Low
Bengaluru,2023-01-03 04:00:00,Majestic,Purple Line,Transit Hub,4,1,0,Overcast,0,48,0,0.024,Low
Chennai,2023-01-03 04:00:00,Chennai Central,Blue Line,Commercial,4,1,0,Overcast,0,0,0,0.0,Low
Delhi,2023-01-03 04:00:00,Adarsh Nagar,Yellow Line,Residential,4,1,0,Overcast,0,13,24,0.016,Low
Hyderabad,2023-01-03 04:00:00,Miyapur,Red Line,Residential,4,1,0,Overcast,0,14,3,0.013,Low
Kolkata,2023-01-03 04:00:00,Salt Lake Sector V,Green Line,Commercial,4,1,0,Overcast,0,13,28,0.021,Low
Mumbai,2023-01-03 04:00:00,Versova,Line 1,Mixed/Retail,4,1,0,Overcast,0,34,0,0.021,Low
Bengaluru,2023-01-03 05:00:00,Majestic,Purple Line,Transit Hub,5,1,0,Overcast,0,35,46,0.031,Low
Chennai,2023-01-03 05:00:00,Chennai Central,Blue Line,Commercial,5,1,0,Overcast,0,25,9,0.019,Low
Delhi,2023-01-03 05:00:00,Adarsh Nagar,Yellow Line,Residential,5,1,0,Overcast,0,15,17,0.022,Low
Hyderabad,2023-01-03 05:00:00,Miyapur,Red Line,Residential,5,1,0,Overcast,0,0,25,0.021,Low
Kolkata,2023-01-03 05:00:00,Salt Lake Sector V,Green Line,Commercial,5,1,0,Overcast,0,7,7,0.011,Low
Mumbai,2023-01-03 05:00:00,Versova,Line 1,Mixed/Retail,5,1,0,Overcast,0,23,23,0.031,Low
Bengaluru,2023-01-03 06:00:00,Majestic,Purple Line,Transit Hub,6,1,0,Overcast,0,170,131,0.103,Low
Chennai,2023-01-03 06:00:00,Chennai Central,Blue Line,Commercial,6,1,0,Overcast,0,58,53,0.082,Low
Delhi,2023-01-03 06:00:00,Adarsh Nagar,Yellow Line,Residential,6,1,0,Overcast,0,72,123,0.1,Low
Hyderabad,2023-01-03 06:00:00,Miyapur,Red Line,Residential,6,1,0,Overcast,0,23,29,0.062,Low
Kolkata,2023-01-03 06:00:00,Salt Lake Sector V,Green Line,Commercial,6,1,0,Overcast,0,85,40,0.094,Low
Mumbai,2023-01-03 06:00:00,Versova,Line 1,Mixed/Retail,6,1,0,Overcast,0,94,62,0.093,Low
Bengaluru,2023-01-03 07:00:00,Majestic,Purple Line,Transit Hub,7,1,0,Overcast,0,109,165,0.098,Low
Chennai,2023-01-03 07:00:00,Chennai Central,Blue Line,Commercial,7,1,0,Overcast,0,79,75,0.1,Low
Delhi,2023-01-03 07:00:00,Adarsh Nagar,Yellow Line,Residential,7,1,0,Overcast,0,59,72,0.097,Low
Hyderabad,2023-01-03 07:00:00,Miyapur,Red Line,Residential,7,1,0,Overcast,0,62,78,0.112,Low
Kolkata,2023-01-03 07:00:00,Salt Lake Sector V,Green Line,Commercial,7,1,0,Overcast,0,66,67,0.102,Low
Mumbai,2023-01-03 07:00:00,Versova,Line 1,Mixed/Retail,7,1,0,Overcast,0,80,85,0.097,Low
Bengaluru,2023-01-03 08:00:00,Majestic,Purple Line,Transit Hub,8,1,0,Sunny,0,1051,951,0.79,Crowded
Chennai,2023-01-03 08:00:00,Chennai Central,Blue Line,Commercial,8,1,0,Sunny,0,336,1103,0.689,Crowded
Delhi,2023-01-03 08:00:00,Adarsh Nagar,Yellow Line,Residential,8,1,0,Sunny,0,1070,243,0.684,Crowded
Hyderabad,2023-01-03 08:00:00,Miyapur,Red Line,Residential,8,1,0,Sunny,0,772,245,0.707,Crowded
Kolkata,2023-01-03 08:00:00,Salt Lake Sector V,Green Line,Commercial,8,1,0,Sunny,0,305,1325,0.787,Crowded
Mumbai,2023-01-03 08:00:00,Versova,Line 1,Mixed/Retail,8,1,0,Sunny,0,778,689,0.854,Critically Overcrowded
Bengaluru,2023-01-03 09:00:00,Majestic,Purple Line,Transit Hub,9,1,0,Sunny,0,1382,937,0.893,Critically Overcrowded
Chennai,2023-01-03 09:00:00,Chennai Central,Blue Line,Commercial,9,1,0,Sunny,0,180,823,0.79,Crowded
Delhi,2023-01-03 09:00:00,Adarsh Nagar,Yellow Line,Residential,9,1,0,Sunny,0,956,267,0.746,Crowded
Hyderabad,2023-01-03 09:00:00,Miyapur,Red Line,Residential,9,1,0,Sunny,0,733,218,0.764,Crowded
Kolkata,2023-01-03 09:00:00,Salt Lake Sector V,Green Line,Commercial,9,1,0,Sunny,0,366,1120,0.774,Crowded
Mumbai,2023-01-03 09:00:00,Versova,Line 1,Mixed/Retail,9,1,0,Sunny,0,729,473,0.885,Critically Overcrowded
Bengaluru,2023-01-03 10:00:00,Majestic,Purple Line,Transit Hub,10,1,0,Sunny,0,739,685,0.831,Crowded
Chennai,2023-01-03 10:00:00,Chennai Central,Blue Line,Commercial,10,1,0,Sunny,0,187,772,0.711,Crowded
Delhi,2023-01-03 10:00:00,Adarsh Nagar,Yellow Line,Residential,10,1,0,Sunny,0,1285,236,0.677,Crowded
Hyderabad,2023-01-03 10:00:00,Miyapur,Red Line,Residential,10,1,0,Sunny,0,507,117,0.709,Crowded
Kolkata,2023-01-03 10:00:00,Salt Lake Sector V,Green Line,Commercial,10,1,0,Sunny,0,236,1297,0.808,Crowded
Mumbai,2023-01-03 10:00:00,Versova,Line 1,Mixed/Retail,10,1,0,Sunny,0,495,476,0.869,Critically Overcrowded
Bengaluru,2023-01-03 11:00:00,Majestic,Purple Line,Transit Hub,11,1,0,Sunny,0,610,509,0.441,Normal
Chennai,2023-01-03 11:00:00,Chennai Central,Blue Line,Commercial,11,1,0,Sunny,0,515,452,0.478,Normal
Delhi,2023-01-03 11:00:00,Adarsh Nagar,Yellow Line,Residential,11,1,0,Sunny,0,439,523,0.472,Normal
Hyderabad,2023-01-03 11:00:00,Miyapur,Red Line,Residential,11,1,0,Sunny,0,335,291,0.543,Normal
Kolkata,2023-01-03 11:00:00,Salt Lake Sector V,Green Line,Commercial,11,1,0,Sunny,0,539,483,0.468,Normal
Mumbai,2023-01-03 11:00:00,Versova,Line 1,Mixed/Retail,11,1,0,Sunny,0,308,338,0.474,Normal
Bengaluru,2023-01-03 12:00:00,Majestic,Purple Line,Transit Hub,12,1,0,Sunny,0,470,508,0.469,Normal
Chennai,2023-01-03 12:00:00,Chennai Central,Blue Line,Commercial,12,1,0,Sunny,0,430,341,0.513,Normal
Delhi,2023-01-03 12:00:00,Adarsh Nagar,Yellow Line,Residential,12,1,0,Sunny,0,544,444,0.447,Normal
Hyderabad,2023-01-03 12:00:00,Miyapur,Red Line,Residential,12,1,0,Sunny,0,429,455,0.589,Normal
Kolkata,2023-01-03 12:00:00,Salt Lake Sector V,Green Line,Commercial,12,1,0,Sunny,0,574,547,0.526,Normal
Mumbai,2023-01-03 12:00:00,Versova,Line 1,Mixed/Retail,12,1,0,Sunny,0,365,307,0.502,Normal
Bengaluru,2023-01-03 13:00:00,Majestic,Purple Line,Transit Hub,13,1,0,Overcast,0,545,539,0.529,Normal
Chennai,2023-01-03 13:00:00,Chennai Central,Blue Line,Commercial,13,1,0,Overcast,0,525,505,0.544,Normal
Delhi,2023-01-03 13:00:00,Adarsh Nagar,Yellow Line,Residential,13,1,0,Overcast,0,620,604,0.545,Normal
Hyderabad,2023-01-03 13:00:00,Miyapur,Red Line,Residential,13,1,0,Overcast,0,381,342,0.501,Normal
Kolkata,2023-01-03 13:00:00,Salt Lake Sector V,Green Line,Commercial,13,1,0,Overcast,0,335,390,0.439,Normal
Mumbai,2023-01-03 13:00:00,Versova,Line 1,Mixed/Retail,13,1,0,Overcast,0,243,245,0.444,Normal
Bengaluru,2023-01-03 14:00:00,Majestic,Purple Line,Transit Hub,14,1,0,Sunny,0,409,552,0.491,Normal
Chennai,2023-01-03 14:00:00,Chennai Central,Blue Line,Commercial,14,1,0,Sunny,0,607,549,0.552,Normal
Delhi,2023-01-03 14:00:00,Adarsh Nagar,Yellow Line,Residential,14,1,0,Sunny,0,454,366,0.507,Normal
Hyderabad,2023-01-03 14:00:00,Miyapur,Red Line,Residential,14,1,0,Sunny,0,389,268,0.509,Normal
Kolkata,2023-01-03 14:00:00,Salt Lake Sector V,Green Line,Commercial,14,1,0,Sunny,0,479,457,0.448,Normal
Mumbai,2023-01-03 14:00:00,Versova,Line 1,Mixed/Retail,14,1,0,Sunny,0,230,304,0.527,Normal
Bengaluru,2023-01-03 15:00:00,Majestic,Purple Line,Transit Hub,15,1,0,Overcast,0,889,899,0.6,Crowded
Chennai,2023-01-03 15:00:00,Chennai Central,Blue Line,Commercial,15,1,0,Overcast,0,510,443,0.471,Normal
Delhi,2023-01-03 15:00:00,Adarsh Nagar,Yellow Line,Residential,15,1,0,Overcast,0,397,453,0.471,Normal
Hyderabad,2023-01-03 15:00:00,Miyapur,Red Line,Residential,15,1,0,Overcast,0,293,368,0.523,Normal
Kolkata,2023-01-03 15:00:00,Salt Lake Sector V,Green Line,Commercial,15,1,0,Overcast,0,402,407,0.551,Normal
Mumbai,2023-01-03 15:00:00,Versova,Line 1,Mixed/Retail,15,1,0,Overcast,0,303,324,0.427,Normal
Bengaluru,2023-01-03 16:00:00,Majestic,Purple Line,Transit Hub,16,1,0,Sunny,0,624,702,0.483,Normal
Chennai,2023-01-03 16:00:00,Chennai Central,Blue Line,Commercial,16,1,0,Sunny,0,355,507,0.463,Normal
Delhi,2023-01-03 16:00:00,Adarsh Nagar,Yellow Line,Residential,16,1,0,Sunny,0,507,557,0.468,Normal
Hyderabad,2023-01-03 16:00:00,Miyapur,Red Line,Residential,16,1,0,Sunny,0,190,179,0.392,Normal
Kolkata,2023-01-03 16:00:00,Salt Lake Sector V,Green Line,Commercial,16,1,0,Sunny,0,394,371,0.449,Normal
Mumbai,2023-01-03 16:00:00,Versova,Line 1,Mixed/Retail,16,1,0,Sunny,0,385,447,0.483,Normal
Bengaluru,2023-01-03 17:00:00,Majestic,Purple Line,Transit Hub,17,1,0,Overcast,0,1243,1376,0.968,Critically Overcrowded
Chennai,2023-01-03 17:00:00,Chennai Central,Blue Line,Commercial,17,1,0,Overcast,0,842,216,0.779,Crowded
Delhi,2023-01-03 17:00:00,Adarsh Nagar,Yellow Line,Residential,17,1,0,Overcast,0,306,1266,0.806,Crowded
Hyderabad,2023-01-03 17:00:00,Miyapur,Red Line,Residential,17,1,0,Overcast,0,133,595,0.67,Crowded
Kolkata,2023-01-03 17:00:00,Salt Lake Sector V,Green Line,Commercial,17,1,0,Overcast,0,879,211,0.659,Crowded
Mumbai,2023-01-03 17:00:00,Versova,Line 1,Mixed/Retail,17,1,0,Overcast,0,595,740,0.918,Critically Overcrowded
Bengaluru,2023-01-03 18:00:00,Majestic,Purple Line,Transit Hub,18,1,0,Sunny,0,1360,1356,0.93,Critically Overcrowded
Chennai,2023-01-03 18:00:00,Chennai Central,Blue Line,Commercial,18,1,0,Sunny,0,885,273,0.831,Crowded
Delhi,2023-01-03 18:00:00,Adarsh Nagar,Yellow Line,Residential,18,1,0,Sunny,0,201,1016,0.642,Crowded
Hyderabad,2023-01-03 18:00:00,Miyapur,Red Line,Residential,18,1,0,Sunny,0,240,747,0.679,Crowded
Kolkata,2023-01-03 18:00:00,Salt Lake Sector V,Green Line,Commercial,18,1,0,Sunny,0,1023,399,0.71,Crowded
Mumbai,2023-01-03 18:00:00,Versova,Line 1,Mixed/Retail,18,1,0,Sunny,0,734,908,0.93,Critically Overcrowded
Bengaluru,2023-01-03 19:00:00,Majestic,Purple Line,Transit Hub,19,1,0,Sunny,0,1210,1511,0.972,Critically Overcrowded
Chennai,2023-01-03 19:00:00,Chennai Central,Blue Line,Commercial,19,1,0,Sunny,0,922,277,0.781,Crowded
Delhi,2023-01-03 19:00:00,Adarsh Nagar,Yellow Line,Residential,19,1,0,Sunny,0,211,1346,0.737,Crowded
Hyderabad,2023-01-03 19:00:00,Miyapur,Red Line,Residential,19,1,0,Sunny,0,225,543,0.81,Crowded
Kolkata,2023-01-03 19:00:00,Salt Lake Sector V,Green Line,Commercial,19,1,0,Sunny,0,970,349,0.654,Crowded
Mumbai,2023-01-03 19:00:00,Versova,Line 1,Mixed/Retail,19,1,0,Sunny,0,403,452,0.912,Critically Overcrowded
Bengaluru,2023-01-03 20:00:00,Majestic,Purple Line,Transit Hub,20,1,0,Sunny,0,233,357,0.21,Low
Chennai,2023-01-03 20:00:00,Chennai Central,Blue Line,Commercial,20,1,0,Sunny,0,91,210,0.24,Low
Delhi,2023-01-03 20:00:00,Adarsh Nagar,Yellow Line,Residential,20,1,0,Sunny,0,177,245,0.307,Normal
Hyderabad,2023-01-03 20:00:00,Miyapur,Red Line,Residential,20,1,0,Sunny,0,144,313,0.286,Low
Kolkata,2023-01-03 20:00:00,Salt Lake Sector V,Green Line,Commercial,20,1,0,Sunny,0,181,423,0.363,Normal
Mumbai,2023-01-03 20:00:00,Versova,Line 1,Mixed/Retail,20,1,0,Sunny,0,109,235,0.356,Normal
Bengaluru,2023-01-03 21:00:00,Majestic,Purple Line,Transit Hub,21,1,0,Rainy,0,253,424,0.23,Low
Chennai,2023-01-03 21:00:00,Chennai Central,Blue Line,Commercial,21,1,0,Rainy,0,116,452,0.26,Low
Delhi,2023-01-03 21:00:00,Adarsh Nagar,Yellow Line,Residential,21,1,0,Rainy,0,147,174,0.177,Low
Hyderabad,2023-01-03 21:00:00,Miyapur,Red Line,Residential,21,1,0,Rainy,0,183,163,0.226,Low
Kolkata,2023-01-03 21:00:00,Salt Lake Sector V,Green Line,Commercial,21,1,0,Rainy,0,91,133,0.175,Low
Mumbai,2023-01-03 21:00:00,Versova,Line 1,Mixed/Retail,21,1,0,Rainy,0,51,191,0.222,Low
Bengaluru,2023-01-03 22:00:00,Majestic,Purple Line,Transit Hub,22,1,0,Overcast,0,351,430,0.287,Low
Chennai,2023-01-03 22:00:00,Chennai Central,Blue Line,Commercial,22,1,0,Overcast,0,189,298,0.269,Low
Delhi,2023-01-03 22:00:00,Adarsh Nagar,Yellow Line,Residential,22,1,0,Overcast,0,205,465,0.315,Normal
Hyderabad,2023-01-03 22:00:00,Miyapur,Red Line,Residential,22,1,0,Overcast,0,141,160,0.329,Normal
Kolkata,2023-01-03 22:00:00,Salt Lake Sector V,Green Line,Commercial,22,1,0,Overcast,0,210,462,0.338,Normal
Mumbai,2023-01-03 22:00:00,Versova,Line 1,Mixed/Retail,22,1,0,Overcast,0,146,203,0.224,Low
Bengaluru,2023-01-03 23:00:00,Majestic,Purple Line,Transit Hub,23,1,0,Overcast,0,305,356,0.288,Low
Chennai,2023-01-03 23:00:00,Chennai Central,Blue Line,Commercial,23,1,0,Overcast,0,132,297,0.22,Low
Delhi,2023-01-03 23:00:00,Adarsh Nagar,Yellow Line,Residential,23,1,0,Overcast,0,159,544,0.317,Normal
Hyderabad,2023-01-03 23:00:00,Miyapur,Red Line,Residential,23,1,0,Overcast,0,236,165,0.267,Low
Kolkata,2023-01-03 23:00:00,Salt Lake Sector V,Green Line,Commercial,23,1,0,Overcast,0,111,365,0.232,Low
Mumbai,2023-01-03 23:00:00,Versova,Line 1,Mixed/Retail,23,1,0,Overcast,0,171,237,0.278,Low
Bengaluru,2023-01-04 00:00:00,Majestic,Purple Line,Transit Hub,0,2,0,Sunny,0,49,43,0.033,Low
Chennai,2023-01-04 00:00:00,Chennai Central,Blue Line,Commercial,0,2,0,Sunny,0,27,35,0.033,Low
Delhi,2023-01-04 00:00:00,Adarsh Nagar,Yellow Line,Residential,0,2,0,Sunny,0,28,3,0.014,Low
Hyderabad,2023-01-04 00:00:00,Miyapur,Red Line,Residential,0,2,0,Sunny,0,7,21,0.018,Low
Kolkata,2023-01-04 00:00:00,Salt Lake Sector V,Green Line,Commercial,0,2,0,Sunny,0,0,40,0.026,Low
Mumbai,2023-01-04 00:00:00,Versova,Line 1,Mixed/Retail,0,2,0,Sunny,0,21,9,0.025,Low
Bengaluru,2023-01-04 01:00:00,Majestic,Purple Line,Transit Hub,1,2,0,Sunny,0,0,40,0.022,Low
Chennai,2023-01-04 01:00:00,Chennai Central,Blue Line,Commercial,1,2,0,Sunny,0,15,30,0.034,Low
Delhi,2023-01-04 01:00:00,Adarsh Nagar,Yellow Line,Residential,1,2,0,Sunny,0,29,33,0.033,Low
Hyderabad,2023-01-04 01:00:00,Miyapur,Red Line,Residential,1,2,0,Sunny,0,23,22,0.031,Low
Kolkata,2023-01-04 01:00:00,Salt Lake Sector V,Green Line,Commercial,1,2,0,Sunny,0,22,33,0.045,Low
Mumbai,2023-01-04 01:00:00,Versova,Line 1,Mixed/Retail,1,2,0,Sunny,0,8,20,0.021,Low
Bengaluru,2023-01-04 02:00:00,Majestic,Purple Line,Transit Hub,2,2,0,Overcast,0,16,18,0.015,Low
